Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Lab Air supply pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.635966967	3848.090576	1.691857934	21578.70703	0.107852635	19420.83633	21578.70703	19420.83633	9420.836328	368.1	25.59314406	19420.83633
0.63602486	3863.028564	1.921703339	21590.41016	0.107822674	19431.36914	21590.41016	19431.36914	9431.369141	368.1	25.62175806	19431.36914
0.636082725	3864.566406	2.098133326	21578.87109	0.107869284	19420.98398	21578.87109	19420.98398	9420.983984	368.1	25.59354519	19420.98398
0.636140602	3885.544434	2.252847433	21552.56836	0.107552698	19397.31152	21552.56836	19397.31152	9397.311523	368.1	25.52923533	19397.31152
0.63619846	3809.477783	2.401025057	21533.5957	0.107892455	19380.23613	21533.5957	19380.23613	9380.236133	368.1	25.48284741	19380.23613
0.636256356	3870.796631	2.539481401	21535.69531	0.107582339	19382.12578	21535.69531	19382.12578	9382.125781	368.1	25.48798093	19382.12578
0.6363142	3882.407715	2.680247307	21492.26953	0.107556817	19343.04258	21492.26953	19343.04258	9343.042578	368.1	25.38180543	19343.04258
0.636372081	3882.239014	2.824285269	21496.57031	0.107774126	19346.91328	21496.57031	19346.91328	9346.913281	368.1	25.39232079	19346.91328
0.636429943	3856.140869	2.966615915	21459.42188	0.107611418	19313.47969	21459.42188	19313.47969	9313.479688	368.1	25.30149331	19313.47969
0.636487854	3848.395508	3.109004021	21417.24805	0.10819836	19275.52324	21417.24805	19275.52324	9275.523242	368.1	25.19837882	19275.52324
0.636545699	3850.106689	3.252410173	21395.26172	0.108541518	19255.73555	21395.26172	19255.73555	9255.735547	368.1	25.14462251	19255.73555
0.63660359	3810.07373	3.40965271	21375.07422	0.108396042	19237.5668	21375.07422	19237.5668	9237.566797	368.1	25.09526432	19237.5668
0.636661448	3801.963379	3.603010416	21318.20117	0.108587045	19186.38105	21318.20117	19186.38105	9186.381055	368.1	24.95621042	19186.38105
0.636719336	3873.27002	3.615087271	21316.34766	0.108268061	19184.71289	21316.34766	19184.71289	9184.712891	368.1	24.95167859	19184.71289
0.636777178	3821.684814	3.605946541	21280.50391	0.108218688	19152.45352	21280.50391	19152.45352	9152.453516	368.1	24.86404106	19152.45352
0.636835047	3805.215088	3.708488941	21213.5332	0.108234373	19092.17988	21213.5332	19092.17988	9092.179883	368.1	24.70029851	19092.17988
0.63689288	3813.554932	3.86162734	21063.04297	0.109258406	18956.73867	21063.04297	18956.73867	8956.738672	368.1	24.33235173	18956.73867
0.636950834	3844.677734	3.993377686	20945.91992	0.109716241	18851.32793	20945.91992	18851.32793	8851.32793	368.1	24.04598731	18851.32793
0.637008699	3833.031006	4.082595348	21077.1582	0.109410744	18969.44238	21077.1582	18969.44238	8969.442383	368.1	24.36686331	18969.44238
0.637066549	3861.293457	4.168603897	21489.83984	0.108124167	19340.85586	21489.83984	19340.85586	9340.855859	368.1	25.37586487	19340.85586
0.637124451	3897.874756	4.287342072	21782.34961	0.106851544	19604.11465	21782.34961	19604.11465	9604.114648	368.1	26.09104767	19604.11465
0.637182311	3819.274658	4.412626267	21974.19141	0.106369206	19776.77227	21974.19141	19776.77227	9776.772266	368.1	26.56009852	19776.77227
0.637240164	3872.830566	4.491158009	22057.96484	0.10635645	19852.16836	22057.96484	19852.16836	9852.168359	368.1	26.76492355	19852.16836
