Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Lab Air supply pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.6577401955	23747.6425781250	0.6881252527	22430.1582031250	NaN	20187.1423828125	22430.1582031250	20187.1423828125	10187.1423828125	1165.6500000000	8.7394521364	20187.1423828125
0.6577980733	23826.6738281250	0.7419930100	22576.2167968750	NaN	20318.5951171875	22576.2167968750	20318.5951171875	10318.5951171875	1165.6500000000	8.8522241815	20318.5951171875
0.6578559400	23837.7011718750	0.7974026799	22701.7890625000	NaN	20431.6101562500	22701.7890625000	20431.6101562500	10431.6101562500	1165.6500000000	8.9491787039	20431.6101562500
0.6579138155	23893.0214843750	0.8506636024	22781.9003906250	NaN	20503.7103515625	22781.9003906250	20503.7103515625	10503.7103515625	1165.6500000000	9.0110327728	20503.7103515625
0.6579716777	23897.4042968750	0.9102582335	22832.1757812500	NaN	20548.9582031250	22832.1757812500	20548.9582031250	10548.9582031250	1165.6500000000	9.0498504724	20548.9582031250
0.6580295625	23875.7363281250	0.9648745656	22841.5449218750	NaN	20557.3904296875	22841.5449218750	20557.3904296875	10557.3904296875	1165.6500000000	9.0570843990	20557.3904296875
0.6580874397	23928.6191406250	1.0195000172	22889.3417968750	NaN	20600.4076171875	22889.3417968750	20600.4076171875	10600.4076171875	1165.6500000000	9.0939884332	20600.4076171875
0.6581453116	23923.6015625000	1.0758224726	22904.0800781250	NaN	20613.6720703125	22904.0800781250	20613.6720703125	10613.6720703125	1165.6500000000	9.1053678808	20613.6720703125
0.6582031956	23946.1738281250	1.1264843941	22902.1093750000	NaN	20611.8984375000	22902.1093750000	20611.8984375000	10611.8984375000	1165.6500000000	9.1038462982	20611.8984375000
0.6582610313	23916.5839843750	1.1769075394	22913.1855468750	NaN	20621.8669921875	22913.1855468750	20621.8669921875	10621.8669921875	1165.6500000000	9.1123982260	20621.8669921875
0.6583189112	23927.0566406250	1.2256883383	22892.9589843750	NaN	20603.6630859375	22892.9589843750	20603.6630859375	10603.6630859375	1165.6500000000	9.0967812688	20603.6630859375
0.6583767646	23918.9628906250	1.2820332050	22889.3007812500	NaN	20600.3707031250	22889.3007812500	20600.3707031250	10600.3707031250	1165.6500000000	9.0939567650	20600.3707031250
0.6584346604	23889.6542968750	1.3352186680	22858.4746093750	NaN	20572.6271484375	22858.4746093750	20572.6271484375	10572.6271484375	1165.6500000000	9.0701558345	20572.6271484375
0.6584925038	23901.8613281250	1.3890018463	22845.6992187500	NaN	20561.1292968750	22845.6992187500	20561.1292968750	10561.1292968750	1165.6500000000	9.0602919374	20561.1292968750
0.6585504055	23875.0292968750	1.4423812628	22838.4628906250	NaN	20554.6166015625	22838.4628906250	20554.6166015625	10554.6166015625	1165.6500000000	9.0547047583	20554.6166015625
0.6586082455	23875.2656250000	1.4919421673	22833.5605468750	NaN	20550.2044921875	22833.5605468750	20550.2044921875	10550.2044921875	1165.6500000000	9.0509196519	20550.2044921875
0.6586661363	23875.3066406250	1.5427781343	22811.7695312500	NaN	20530.5925781250	22811.7695312500	20530.5925781250	10530.5925781250	1165.6500000000	9.0340947781	20530.5925781250
0.6587240078	23846.9277343750	1.5928390026	22786.7695312500	NaN	20508.0925781250	22786.7695312500	20508.0925781250	10508.0925781250	1165.6500000000	9.0147922431	20508.0925781250
0.6587818655	23878.4394531250	1.6419546604	22770.1269531250	NaN	20493.1142578125	22770.1269531250	20493.1142578125	10493.1142578125	1165.6500000000	9.0019424851	20493.1142578125
0.6588397492	23836.7265625000	1.6906874180	22743.9042968750	NaN	20469.5138671875	22743.9042968750	20469.5138671875	10469.5138671875	1165.6500000000	8.9816959355	20469.5138671875
0.6588976178	23817.6816406250	1.7404440641	22736.9941406250	NaN	20463.2947265625	22736.9941406250	20463.2947265625	10463.2947265625	1165.6500000000	8.9763605941	20463.2947265625
0.6589554950	23835.1816406250	1.7909674644	22732.0234375000	NaN	20458.8210937500	22732.0234375000	20458.8210937500	10458.8210937500	1165.6500000000	8.9725227073	20458.8210937500
0.6590133487	23811.1074218750	1.8410713673	22702.8554687500	NaN	20432.5699218750	22702.8554687500	20432.5699218750	10432.5699218750	1165.6500000000	8.9500020777	20432.5699218750
0.6590712274	23775.2871093750	1.8893854618	22687.4335937500	NaN	20418.6902343750	22687.4335937500	20418.6902343750	10418.6902343750	1165.6500000000	8.9380948264	20418.6902343750
0.6591291063	23742.7050781250	1.9394778013	22655.1679687500	NaN	20389.6511718750	22655.1679687500	20389.6511718750	10389.6511718750	1165.6500000000	8.9131824921	20389.6511718750
0.6591869801	23784.2363281250	1.9881043434	22631.3007812500	NaN	20368.1707031250	22631.3007812500	20368.1707031250	10368.1707031250	1165.6500000000	8.8947546031	20368.1707031250
0.6592448387	23755.5800781250	2.0362517834	22612.8027343750	NaN	20351.5224609375	22612.8027343750	20351.5224609375	10351.5224609375	1165.6500000000	8.8804722352	20351.5224609375
0.6593026994	23743.2050781250	2.0862388611	22587.2343750000	NaN	20328.5109375000	22587.2343750000	20328.5109375000	10328.5109375000	1165.6500000000	8.8607308690	20328.5109375000
0.6593605884	23716.6679687500	2.1316289902	22549.7910156250	NaN	20294.8119140625	22549.7910156250	20294.8119140625	10294.8119140625	1165.6500000000	8.8318207987	20294.8119140625
0.6594184265	23730.6718750000	2.1738052368	22556.1757812500	NaN	20300.5582031250	22556.1757812500	20300.5582031250	10300.5582031250	1165.6500000000	8.8367504852	20300.5582031250
0.6594763449	23717.3007812500	2.2188320160	22541.4785156250	NaN	20287.3306640625	22541.4785156250	20287.3306640625	10287.3306640625	1165.6500000000	8.8254027058	20287.3306640625
0.6595342064	23736.2675781250	2.2676217556	22497.8457031250	NaN	20248.0611328125	22497.8457031250	20248.0611328125	10248.0611328125	1165.6500000000	8.7917137501	20248.0611328125
0.6595920494	23698.4550781250	2.3139288425	22499.5566406250	NaN	20249.6009765625	22499.5566406250	20249.6009765625	10249.6009765625	1165.6500000000	8.7930347674	20249.6009765625
0.6596499391	23696.3769531250	2.3538117409	22473.4785156250	NaN	20226.1306640625	22473.4785156250	20226.1306640625	10226.1306640625	1165.6500000000	8.7728998105	20226.1306640625
0.6597078123	23664.6191406250	2.3969454765	22454.8359375000	NaN	20209.3523437500	22454.8359375000	20209.3523437500	10209.3523437500	1165.6500000000	8.7585058497	20209.3523437500
0.6597656669	23661.4902343750	2.4411017895	22451.6542968750	NaN	20206.4888671875	22451.6542968750	20206.4888671875	10206.4888671875	1165.6500000000	8.7560493006	20206.4888671875
0.6598235540	23671.3632812500	2.4861838818	22425.6796875000	NaN	20183.1117187500	22425.6796875000	20183.1117187500	10183.1117187500	1165.6500000000	8.7359942682	20183.1117187500
0.6598814197	23630.5683593750	2.5328195095	22436.9726562500	NaN	20193.2753906250	22436.9726562500	20193.2753906250	10193.2753906250	1165.6500000000	8.7447135852	20193.2753906250
0.6599392751	23666.5585937500	2.5763509274	22400.8417968750	NaN	20160.7576171875	22400.8417968750	20160.7576171875	10160.7576171875	1165.6500000000	8.7168168980	20160.7576171875
0.6599971612	23623.3789062500	2.6145405769	22358.6347656250	NaN	20122.7712890625	22358.6347656250	20122.7712890625	10122.7712890625	1165.6500000000	8.6842287900	20122.7712890625
0.6600550096	23595.1074218750	2.6548876762	22338.9804687500	NaN	20105.0824218750	22338.9804687500	20105.0824218750	10105.0824218750	1165.6500000000	8.6690536798	20105.0824218750
0.6601128883	23607.9433593750	2.7016966343	22338.6425781250	NaN	20104.7783203125	22338.6425781250	20104.7783203125	10104.7783203125	1165.6500000000	8.6687927940	20104.7783203125
0.6601707720	23606.1386718750	2.7440860271	22364.1777343750	NaN	20127.7599609375	22364.1777343750	20127.7599609375	10127.7599609375	1165.6500000000	8.6885085239	20127.7599609375
0.6602286289	23593.7734375000	2.7769942284	22311.3652343750	NaN	20080.2287109375	22311.3652343750	20080.2287109375	10080.2287109375	1165.6500000000	8.6477319186	20080.2287109375
0.6602865017	23587.9472656250	2.8196070194	22287.5078125000	NaN	20058.7570312500	22287.5078125000	20058.7570312500	10058.7570312500	1165.6500000000	8.6293115697	20058.7570312500
0.6603443650	23601.0585937500	2.8650224209	22292.0136718750	NaN	20062.8123046875	22292.0136718750	20062.8123046875	10062.8123046875	1165.6500000000	8.6327905501	20062.8123046875
0.6604022287	23576.3125000000	2.9027767181	22264.8437500000	NaN	20038.3593750000	22264.8437500000	20038.3593750000	10038.3593750000	1165.6500000000	8.6118126153	20038.3593750000
0.6604600726	23568.9492187500	2.9429597855	22246.8242187500	NaN	20022.1417968750	22246.8242187500	20022.1417968750	10022.1417968750	1165.6500000000	8.5978997099	20022.1417968750
0.6605179806	23549.9062500000	2.9850473404	22256.0273437500	NaN	20030.4246093750	22256.0273437500	20030.4246093750	10030.4246093750	1165.6500000000	8.6050054556	20030.4246093750
0.6605758772	23536.0605468750	3.0268068314	22224.9355468750	NaN	20002.4419921875	22224.9355468750	20002.4419921875	10002.4419921875	1165.6500000000	8.5809994357	20002.4419921875
0.6606337057	23553.5937500000	3.0666315556	22213.9960937500	NaN	19992.5964843750	22213.9960937500	19992.5964843750	9992.5964843750	1165.6500000000	8.5725530686	19992.5964843750
0.6606915765	23526.8769531250	3.1039574146	22184.2851562500	NaN	19965.8566406250	22184.2851562500	19965.8566406250	9965.8566406250	1165.6500000000	8.5496132120	19965.8566406250
0.6607494439	23510.5898437500	3.1345894337	22173.9609375000	NaN	19956.5648437500	22173.9609375000	19956.5648437500	9956.5648437500	1165.6500000000	8.5416418683	19956.5648437500
0.6608073329	23528.3847656250	3.1666650772	22170.7851562500	NaN	19953.7066406250	22170.7851562500	19953.7066406250	9953.7066406250	1165.6500000000	8.5391898431	19953.7066406250
0.6608651848	23457.3046875000	3.2019064426	22139.3671875000	NaN	19925.4304687500	22139.3671875000	19925.4304687500	9925.4304687500	1165.6500000000	8.5149319854	19925.4304687500
0.6609231018	23492.4609375000	3.2352545261	22114.2285156250	NaN	19902.8056640625	22114.2285156250	19902.8056640625	9902.8056640625	1165.6500000000	8.4955223816	19902.8056640625
0.6609809554	23453.5097656250	3.2670614719	22126.8105468750	NaN	19914.1294921875	22126.8105468750	19914.1294921875	9914.1294921875	1165.6500000000	8.5052369855	19914.1294921875
0.6610388042	23407.7851562500	3.2921390533	22105.0917968750	NaN	19894.5826171875	22105.0917968750	19894.5826171875	9894.5826171875	1165.6500000000	8.4884679082	19894.5826171875
0.6610966783	23458.2480468750	3.3336112499	22097.9218750000	NaN	19888.1296875000	22097.9218750000	19888.1296875000	9888.1296875000	1165.6500000000	8.4829320015	19888.1296875000
0.6611545378	23456.2890625000	3.3741507530	22077.8398437500	NaN	19870.0558593750	22077.8398437500	19870.0558593750	9870.0558593750	1165.6500000000	8.4674266370	19870.0558593750
0.6612124214	23442.2832031250	3.4080319405	22046.8710937500	NaN	19842.1839843750	22046.8710937500	19842.1839843750	9842.1839843750	1165.6500000000	8.4435156216	19842.1839843750
0.6612703110	23425.3378906250	3.4462578297	22042.4257812500	NaN	19838.1832031250	22042.4257812500	19838.1832031250	9838.1832031250	1165.6500000000	8.4400833896	19838.1832031250
0.6613281796	23447.0136718750	3.4792692661	22010.3593750000	NaN	19809.3234375000	22010.3593750000	19809.3234375000	9809.3234375000	1165.6500000000	8.4153248724	19809.3234375000
0.6613860442	23431.4941406250	3.5168735981	22020.5937500000	NaN	19818.5343750000	22020.5937500000	19818.5343750000	9818.5343750000	1165.6500000000	8.4232268477	19818.5343750000
0.6614439049	23513.7070312500	3.5497450829	22064.8632812500	NaN	19858.3769531250	22064.8632812500	19858.3769531250	9858.3769531250	1165.6500000000	8.4574074149	19858.3769531250
0.6615017664	23588.4746093750	3.5850925446	22151.5019531250	NaN	19936.3517578125	22151.5019531250	19936.3517578125	9936.3517578125	1165.6500000000	8.5243012549	19936.3517578125
0.6615596451	23641.2343750000	3.6228842735	22248.1464843750	NaN	20023.3318359375	22248.1464843750	20023.3318359375	10023.3318359375	1165.6500000000	8.5989206331	20023.3318359375
0.6616175151	23459.1953125000	3.6558220387	22394.2578125000	NaN	20154.8320312500	22394.2578125000	20154.8320312500	10154.8320312500	1165.6500000000	8.7117333945	20154.8320312500
0.6616753859	23268.4238281250	3.6903700829	22387.6855468750	NaN	20148.9169921875	22387.6855468750	20148.9169921875	10148.9169921875	1165.6500000000	8.7066589390	20148.9169921875
0.6617332572	23356.4882812500	3.7133128643	21902.2050781250	NaN	19711.9845703125	21902.2050781250	19711.9845703125	9711.9845703125	1165.6500000000	8.3318187881	19711.9845703125
0.6617911315	23455.6367187500	3.7453510761	21829.4003906250	NaN	19646.4603515625	21829.4003906250	19646.4603515625	9646.4603515625	1165.6500000000	8.2756061867	19646.4603515625
0.6618490017	23525.0058593750	3.7812471390	21985.0312500000	NaN	19786.5281250000	21985.0312500000	19786.5281250000	9786.5281250000	1165.6500000000	8.3957689915	19786.5281250000
0.6619068771	23586.9003906250	3.8139166832	22130.5156250000	NaN	19917.4640625000	22130.5156250000	19917.4640625000	9917.4640625000	1165.6500000000	8.5080976816	19917.4640625000
0.6619647346	23662.4726562500	3.8457634449	22269.4960937500	NaN	20042.5464843750	22269.4960937500	20042.5464843750	10042.5464843750	1165.6500000000	8.6154046964	20042.5464843750
0.6620225742	23744.3847656250	3.8795905113	22456.3359375000	NaN	20210.7023437500	22456.3359375000	20210.7023437500	10210.7023437500	1165.6500000000	8.7596640018	20210.7023437500
0.6620804753	23799.3828125000	3.9127712250	22533.4023437500	NaN	20280.0621093750	22533.4023437500	20280.0621093750	10280.0621093750	1165.6500000000	8.8191670822	20280.0621093750
0.6621383646	23825.0839843750	3.9389710426	22650.5644531250	NaN	20385.5080078125	22650.5644531250	20385.5080078125	10385.5080078125	1165.6500000000	8.9096281112	20385.5080078125
0.6621962056	23854.9550781250	3.9733474255	22707.7675781250	NaN	20436.9908203125	22707.7675781250	20436.9908203125	10436.9908203125	1165.6500000000	8.9537947242	20436.9908203125
0.6622540875	23879.9316406250	4.0060291290	22751.1835937500	NaN	20476.0652343750	22751.1835937500	20476.0652343750	10476.0652343750	1165.6500000000	8.9873162908	20476.0652343750
0.6623119409	23862.7773437500	4.0417642593	22831.2246093750	NaN	20548.1021484375	22831.2246093750	20548.1021484375	10548.1021484375	1165.6500000000	9.0491160712	20548.1021484375
0.6623698246	23887.7539062500	4.0769019127	22821.4296875000	NaN	20539.2867187500	22821.4296875000	20539.2867187500	10539.2867187500	1165.6500000000	9.0415533983	20539.2867187500
0.6624277246	23892.4863281250	4.1073040962	22829.7285156250	NaN	20546.7556640625	22829.7285156250	20546.7556640625	10546.7556640625	1165.6500000000	9.0479609352	20546.7556640625
0.6624855815	23915.7460937500	4.1399021149	22848.8437500000	NaN	20563.9593750000	22848.8437500000	20563.9593750000	10563.9593750000	1165.6500000000	9.0627198344	20563.9593750000
0.6625433429	23908.9335937500	4.1648459435	22890.7734375000	NaN	20601.6960937500	22890.7734375000	20601.6960937500	10601.6960937500	1165.6500000000	9.0950938050	20601.6960937500
0.6626013055	23939.7558593750	4.1980638504	22909.3535156250	NaN	20618.4181640625	22909.3535156250	20618.4181640625	10618.4181640625	1165.6500000000	9.1094395093	20618.4181640625
0.6626591891	23912.0800781250	4.2264637947	22945.3339843750	NaN	20650.8005859375	22945.3339843750	20650.8005859375	10650.8005859375	1165.6500000000	9.1372200797	20650.8005859375
0.6627170418	23890.4531250000	4.2558231354	22945.4335937500	NaN	20650.8902343750	22945.4335937500	20650.8902343750	10650.8902343750	1165.6500000000	9.1372969883	20650.8902343750
0.6627749381	23878.2402343750	4.2855682373	22948.3125000000	NaN	20653.4812500000	22948.3125000000	20653.4812500000	10653.4812500000	1165.6500000000	9.1395197958	20653.4812500000
0.6628327329	23902.2597656250	4.3203058243	22925.5371093750	NaN	20632.9833984375	22925.5371093750	20632.9833984375	10632.9833984375	1165.6500000000	9.1219348848	20632.9833984375
0.6628906759	23864.9765625000	4.3453979492	22918.7128906250	NaN	20626.8416015625	22918.7128906250	20626.8416015625	10626.8416015625	1165.6500000000	9.1166658959	20626.8416015625
0.6629485241	23913.1054687500	4.3756666183	22876.3750000000	NaN	20588.7375000000	22876.3750000000	20588.7375000000	10588.7375000000	1165.6500000000	9.0839767512	20588.7375000000
0.6630064015	23861.4707031250	4.4044480324	22902.1132812500	NaN	20611.9019531250	22902.1132812500	20611.9019531250	10611.9019531250	1165.6500000000	9.1038493142	20611.9019531250
0.6630642874	23852.0585937500	4.4265689850	22856.1367187500	NaN	20570.5230468750	22856.1367187500	20570.5230468750	10570.5230468750	1165.6500000000	9.0683507458	20570.5230468750
0.6631221611	23814.9003906250	4.4581165314	22836.3398437500	NaN	20552.7058593750	22836.3398437500	20552.7058593750	10552.7058593750	1165.6500000000	9.0530655509	20552.7058593750
0.6631800047	23758.4453125000	4.4890513420	22752.8730468750	NaN	20477.5857421875	22752.8730468750	20477.5857421875	10477.5857421875	1165.6500000000	8.9886207199	20477.5857421875
0.6632378296	23768.9414062500	4.5172071457	22683.4902343750	NaN	20415.1412109375	22683.4902343750	20415.1412109375	10415.1412109375	1165.6500000000	8.9350501531	20415.1412109375
0.6632957797	23724.2148437500	4.5440025330	22650.9960937500	NaN	20385.8964843750	22650.9960937500	20385.8964843750	10385.8964843750	1165.6500000000	8.9099613815	20385.8964843750
0.6633536246	23725.0585937500	4.5683255196	22641.6367187500	NaN	20377.4730468750	22641.6367187500	20377.4730468750	10377.4730468750	1165.6500000000	8.9027349950	20377.4730468750
0.6634114860	23722.6875000000	4.5907487869	22598.5410156250	NaN	20338.6869140625	22598.5410156250	20338.6869140625	10338.6869140625	1165.6500000000	8.8694607421	20338.6869140625
0.6634693600	23942.6894531250	4.6124591827	22577.7050781250	NaN	20319.9345703125	22577.7050781250	20319.9345703125	10319.9345703125	1165.6500000000	8.8533732856	20319.9345703125
0.6635272077	24367.6269531250	4.6326384544	22684.7636718750	NaN	20416.2873046875	22684.7636718750	20416.2873046875	10416.2873046875	1165.6500000000	8.9360333760	20416.2873046875
0.6635851130	24670.0078125000	4.6576032639	23329.4335937500	NaN	20996.4902343750	23329.4335937500	20996.4902343750	10996.4902343750	1165.6500000000	9.4337839269	20996.4902343750
0.6636429829	24823.8515625000	4.6840319633	23862.8632812500	NaN	21476.5769531250	23862.8632812500	21476.5769531250	11476.5769531250	1165.6500000000	9.8456457368	21476.5769531250
0.6637008393	24932.0605468750	4.7096600533	24098.6269531250	NaN	21688.7642578125	24098.6269531250	21688.7642578125	11688.7642578125	1165.6500000000	10.0276791986	21688.7642578125
0.6637587358	24991.6679687500	4.7342820168	24225.1718750000	NaN	21802.6546875000	24225.1718750000	21802.6546875000	11802.6546875000	1165.6500000000	10.1253847102	21802.6546875000
