Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Lab Air supply pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.6499276673	15175.4160156250	1.7686566114	21629.7753906250	0.2262582973	19466.7978515625	21629.7753906250	19466.7978515625	9466.7978515625	429.4500000000	22.0440047772	19466.7978515625
0.6499855594	14617.1894531250	1.8796609640	21603.6015625000	0.2165475888	19443.2414062500	21603.6015625000	19443.2414062500	9443.2414062500	429.4500000000	21.9891521859	19443.2414062500
0.6500434610	14188.7597656250	1.9855377674	21562.2070312500	0.2130780518	19405.9863281250	21562.2070312500	19405.9863281250	9405.9863281250	429.4500000000	21.9024015092	19405.9863281250
0.6501013147	13966.8085937500	2.0869982243	21529.2500000000	0.2120358687	19376.3250000000	21529.2500000000	19376.3250000000	9376.3250000000	429.4500000000	21.8333333333	19376.3250000000
0.6501591915	13798.6621093750	2.1883373260	21514.8847656250	0.2101265903	19363.3962890625	21514.8847656250	19363.3962890625	9363.3962890625	429.4500000000	21.8032280570	19363.3962890625
0.6502170428	13741.6894531250	2.2822334766	21499.4277343750	0.2099602934	19349.4849609375	21499.4277343750	19349.4849609375	9349.4849609375	429.4500000000	21.7708346977	19349.4849609375
0.6502749132	13704.6855468750	2.3798513412	21483.1035156250	0.2087848064	19334.7931640625	21483.1035156250	19334.7931640625	9334.7931640625	429.4500000000	21.7366239703	19334.7931640625
0.6503328028	13655.8154296875	2.4729330540	21469.6660156250	0.2083575432	19322.6994140625	21469.6660156250	19322.6994140625	9322.6994140625	429.4500000000	21.7084629504	19322.6994140625
0.6503906769	13615.2968750000	2.5661675930	21509.3046875000	0.2073082090	19358.3742187500	21509.3046875000	19358.3742187500	9358.3742187500	429.4500000000	21.7915338660	19358.3742187500
0.6504485530	13541.9013671875	2.6516544819	21495.6757812500	0.2057180559	19346.1082031250	21495.6757812500	19346.1082031250	9346.1082031250	429.4500000000	21.7629717153	19346.1082031250
0.6505064138	13469.0615234375	2.7358367443	21488.7128906250	0.2056513646	19339.8416015625	21488.7128906250	19339.8416015625	9339.8416015625	429.4500000000	21.7483795589	19339.8416015625
0.6505642794	13486.0703125000	2.8216381073	21444.4492187500	0.2082977136	19300.0042968750	21444.4492187500	19300.0042968750	9300.0042968750	429.4500000000	21.6556160132	19300.0042968750
0.6506221530	13465.4326171875	2.9213838577	21425.9843750000	0.2070460004	19283.3859375000	21425.9843750000	19283.3859375000	9283.3859375000	429.4500000000	21.6169191699	19283.3859375000
0.6506800239	13647.9853515625	3.0286874771	21422.6054687500	0.2156220551	19280.3449218750	21422.6054687500	19280.3449218750	9280.3449218750	429.4500000000	21.6098379832	19280.3449218750
0.6507379099	16151.2832031250	3.1146481037	21379.9414062500	0.2993392590	19241.9472656250	21379.9414062500	19241.9472656250	9241.9472656250	429.4500000000	21.5204267450	19241.9472656250
0.6507957542	18301.5449218750	3.1908912659	21569.4003906250	0.3458654606	19412.4603515625	21569.4003906250	19412.4603515625	9412.4603515625	429.4500000000	21.9174766598	19412.4603515625
0.6508536501	19313.8300781250	3.2444274426	23162.2324218750	0.3134711215	20846.0091796875	23162.2324218750	20846.0091796875	10846.0091796875	429.4500000000	25.2555808119	20846.0091796875
0.6509114744	20731.8886718750	3.2813405991	23149.4921875000	0.4552358394	20834.5429687500	23149.4921875000	20834.5429687500	10834.5429687500	429.4500000000	25.2288810543	20834.5429687500
0.6509693722	22751.2460937500	3.3141627312	23171.6914062500	NaN	20854.5222656250	23171.6914062500	20854.5222656250	10854.5222656250	429.4500000000	25.2754040415	20854.5222656250
0.6510272623	23785.4609375000	3.3488624096	23189.9726562500	NaN	20870.9753906250	23189.9726562500	20870.9753906250	10870.9753906250	429.4500000000	25.3137161267	20870.9753906250
0.6510851048	23991.5917968750	3.3824853897	23115.1523437500	NaN	20803.6371093750	23115.1523437500	20803.6371093750	10803.6371093750	429.4500000000	25.1569149130	20803.6371093750
0.6511429925	24101.5683593750	3.4121150970	23089.0351562500	NaN	20780.1316406250	23089.0351562500	20780.1316406250	10780.1316406250	429.4500000000	25.1021810237	20780.1316406250
0.6512008162	24135.4316406250	3.4481596947	23108.1699218750	NaN	20797.3529296875	23108.1699218750	20797.3529296875	10797.3529296875	429.4500000000	25.1422818249	20797.3529296875
0.6512587126	24168.1718750000	3.4822065830	23159.0703125000	NaN	20843.1632812500	23159.0703125000	20843.1632812500	10843.1632812500	429.4500000000	25.2489539673	20843.1632812500
0.6513165835	24147.6054687500	3.5213289261	23188.5527343750	NaN	20869.6974609375	23188.5527343750	20869.6974609375	10869.6974609375	429.4500000000	25.3107403911	20869.6974609375
0.6513744743	24188.3398437500	3.5597124100	23196.4550781250	NaN	20876.8095703125	23196.4550781250	20876.8095703125	10876.8095703125	429.4500000000	25.3273013629	20876.8095703125
0.6514323244	24154.0761718750	3.5987961292	23177.0683593750	NaN	20859.3615234375	23177.0683593750	20859.3615234375	10859.3615234375	429.4500000000	25.2866725426	20859.3615234375
0.6514901876	24142.6835937500	3.6378345490	23166.7968750000	NaN	20850.1171875000	23166.7968750000	20850.1171875000	10850.1171875000	429.4500000000	25.2651465537	20850.1171875000
0.6515480851	24114.8613281250	3.6710879803	23132.4023437500	NaN	20819.1621093750	23132.4023437500	20819.1621093750	10819.1621093750	429.4500000000	25.1930658036	20819.1621093750
0.6516059423	24110.8925781250	3.7032849789	23122.1796875000	NaN	20809.9617187500	23122.1796875000	20809.9617187500	10809.9617187500	429.4500000000	25.1716421440	20809.9617187500
0.6516638387	24119.4609375000	3.7426662445	23095.6582031250	NaN	20786.0923828125	23095.6582031250	20786.0923828125	10786.0923828125	429.4500000000	25.1160609682	20786.0923828125
0.6517216862	24193.0566406250	3.7753863335	23059.7988281250	NaN	20753.8189453125	23059.7988281250	20753.8189453125	10753.8189453125	429.4500000000	25.0409103395	20753.8189453125
0.6517795402	24262.7421875000	3.8156974316	23039.1855468750	NaN	20735.2669921875	23039.1855468750	20735.2669921875	10735.2669921875	429.4500000000	24.9977110075	20735.2669921875
0.6518374513	24338.8789062500	3.8464341164	23138.0214843750	NaN	20824.2193359375	23138.0214843750	20824.2193359375	10824.2193359375	429.4500000000	25.2048418580	20824.2193359375
0.6518952876	24373.8496093750	3.8843600750	23329.7792968750	NaN	20996.8013671875	23329.7792968750	20996.8013671875	10996.8013671875	429.4500000000	25.6067094358	20996.8013671875
0.6519531761	24348.8828125000	3.9213933945	23415.1406250000	NaN	21073.6265625000	23415.1406250000	21073.6265625000	11073.6265625000	429.4500000000	25.7856014961	21073.6265625000
0.6520110554	24301.8847656250	3.9516143799	23419.3496093750	NaN	21077.4146484375	23419.3496093750	21077.4146484375	11077.4146484375	429.4500000000	25.7944222807	21077.4146484375
0.6520688921	24316.1230468750	3.9851565361	23403.8750000000	NaN	21063.4875000000	23403.8750000000	21063.4875000000	11063.4875000000	429.4500000000	25.7619920829	21063.4875000000
0.6521266991	24297.9472656250	4.0246777534	23413.1464843750	NaN	21071.8318359375	23413.1464843750	21071.8318359375	11071.8318359375	429.4500000000	25.7814223680	21071.8318359375
0.6521846620	24209.7011718750	4.0613846779	23374.1816406250	NaN	21036.7634765625	23374.1816406250	21036.7634765625	11036.7634765625	429.4500000000	25.6997635966	21036.7634765625
0.6522425210	24230.9687500000	4.0964107513	23371.6210937500	NaN	21034.4589843750	23371.6210937500	21034.4589843750	11034.4589843750	429.4500000000	25.6943974488	21034.4589843750
0.6523003985	24183.3222656250	4.1270809174	23316.7968750000	NaN	20985.1171875000	23316.7968750000	20985.1171875000	10985.1171875000	429.4500000000	25.5795021248	20985.1171875000
0.6523582576	24178.6015625000	4.1613616943	23291.0722656250	NaN	20961.9650390625	23291.0722656250	20961.9650390625	10961.9650390625	429.4500000000	25.5255909630	20961.9650390625
0.6524161403	24189.8261718750	4.1968879700	23261.6679687500	NaN	20935.5011718750	23261.6679687500	20935.5011718750	10935.5011718750	429.4500000000	25.4639682661	20935.5011718750
0.6524740062	24190.0078125000	4.2258419991	23221.8515625000	NaN	20899.6664062500	23221.8515625000	20899.6664062500	10899.6664062500	429.4500000000	25.3805248719	20899.6664062500
0.6525318633	24141.6621093750	4.2623991966	23189.6738281250	NaN	20870.7064453125	23189.6738281250	20870.7064453125	10870.7064453125	429.4500000000	25.3130898715	20870.7064453125
0.6525897515	24157.7363281250	4.2926759720	23169.4824218750	NaN	20852.5341796875	23169.4824218750	20852.5341796875	10852.5341796875	429.4500000000	25.2707746645	20852.5341796875
0.6526476072	24073.4199218750	4.3218889236	23167.0019531250	NaN	20850.3017578125	23167.0019531250	20850.3017578125	10850.3017578125	429.4500000000	25.2655763367	20850.3017578125
0.6527054840	24109.6406250000	4.3488717079	23109.8828125000	NaN	20798.8945312500	23109.8828125000	20798.8945312500	10798.8945312500	429.4500000000	25.1458715363	20798.8945312500
0.6527633478	24043.5390625000	4.3868989944	23117.4296875000	NaN	20805.6867187500	23117.4296875000	20805.6867187500	10805.6867187500	429.4500000000	25.1616875509	20805.6867187500
0.6528212407	24065.3085937500	4.4189338684	23075.6035156250	NaN	20768.0431640625	23075.6035156250	20768.0431640625	10768.0431640625	429.4500000000	25.0740322833	20768.0431640625
0.6528790973	24033.8359375000	4.4463272095	23017.2832031250	NaN	20715.5548828125	23017.2832031250	20715.5548828125	10715.5548828125	429.4500000000	24.9518101824	20715.5548828125
0.6529369766	23988.5742187500	4.4750199318	23029.2011718750	NaN	20726.2810546875	23029.2011718750	20726.2810546875	10726.2810546875	429.4500000000	24.9767867148	20726.2810546875
0.6529948324	23617.4785156250	4.5047717094	22987.7968750000	NaN	20689.0171875000	22987.7968750000	20689.0171875000	10689.0171875000	429.4500000000	24.8900155722	20689.0171875000
0.6530527129	22953.4316406250	4.5351848602	22974.9121093750	1.3927062586	20677.4208984375	22974.9121093750	20677.4208984375	10677.4208984375	429.4500000000	24.8630129199	20677.4208984375
0.6531105725	22508.7167968750	4.5667443275	22855.8203125000	0.9836840395	20570.2382812500	22855.8203125000	20570.2382812500	10570.2382812500	429.4500000000	24.6134317878	20570.2382812500
0.6531684303	22374.0761718750	4.5990281105	21935.9882812500	NaN	19742.3894531250	21935.9882812500	19742.3894531250	9742.3894531250	429.4500000000	22.6857362979	19742.3894531250
0.6532263243	22339.0019531250	4.6233844757	21113.0488281250	NaN	19001.7439453125	21113.0488281250	19001.7439453125	9001.7439453125	429.4500000000	20.9610989529	19001.7439453125
0.6532841896	22272.1269531250	4.6558156013	20879.5234375000	NaN	18791.5710937500	20879.5234375000	18791.5710937500	8791.5710937500	429.4500000000	20.4716989027	18791.5710937500
0.6533420533	22168.4863281250	4.6831879616	20864.8339843750	NaN	18778.3505859375	20864.8339843750	18778.3505859375	8778.3505859375	429.4500000000	20.4409141598	18778.3505859375
0.6533999097	22184.3750000000	4.7078680992	20847.6972656250	NaN	18762.9275390625	20847.6972656250	18762.9275390625	8762.9275390625	429.4500000000	20.4050006731	18762.9275390625
0.6534577948	22104.1308593750	4.7333145142	20819.1132812500	NaN	18737.2019531250	20819.1132812500	18737.2019531250	8737.2019531250	429.4500000000	20.3450971082	18737.2019531250
0.6535156766	21974.8808593750	4.7615365982	20786.7089843750	NaN	18708.0380859375	20786.7089843750	18708.0380859375	8708.0380859375	429.4500000000	20.2771872999	18708.0380859375
0.6535735495	21982.3417968750	4.7897052765	20807.5703125000	NaN	18726.8132812500	20807.5703125000	18726.8132812500	8726.8132812500	429.4500000000	20.3209064647	18726.8132812500
0.6536314182	22142.7558593750	4.8150286674	20743.9101562500	NaN	18669.5191406250	20743.9101562500	18669.5191406250	8669.5191406250	429.4500000000	20.1874936328	18669.5191406250
0.6536892924	22266.4882812500	4.8412151337	20649.8300781250	NaN	18584.8470703125	20649.8300781250	18584.8470703125	8584.8470703125	429.4500000000	19.9903296549	18584.8470703125
0.6537471428	22402.2578125000	4.8570113182	20679.1972656250	NaN	18611.2775390625	20679.1972656250	18611.2775390625	8611.2775390625	429.4500000000	20.0518745816	18611.2775390625
0.6538050265	22606.4394531250	4.8850083351	20756.6171875000	NaN	18680.9554687500	20756.6171875000	18680.9554687500	8680.9554687500	429.4500000000	20.2141238066	18680.9554687500
0.6538629073	22762.3906250000	4.9108576775	20898.5371093750	NaN	18808.6833984375	20898.5371093750	18808.6833984375	8808.6833984375	429.4500000000	20.5115459272	18808.6833984375
0.6539207702	22870.3105468750	4.9325704575	21023.2148437500	NaN	18920.8933593750	21023.2148437500	18920.8933593750	8920.8933593750	429.4500000000	20.7728335298	18920.8933593750
0.6539786269	22978.8046875000	4.9530806541	21125.6074218750	NaN	19013.0466796875	21125.6074218750	19013.0466796875	9013.0466796875	429.4500000000	20.9874180456	19013.0466796875
0.6540365168	23138.2363281250	4.9807405472	21230.8886718750	NaN	19107.7998046875	21230.8886718750	19107.7998046875	9107.7998046875	429.4500000000	21.2080563621	19107.7998046875
0.6540943948	23201.0332031250	5.0036187172	21357.0156250000	NaN	19221.3140625000	21357.0156250000	19221.3140625000	9221.3140625000	429.4500000000	21.4723810979	19221.3140625000
