Day fraction since midnight on 	Accumulator pressure (Pa)	DO probe (mg/L)	Lab Air supply pressure (Pa)	air valve control ()	Max calibration pressure (Pa)	source pressure (Pa)	Max calibration pressure ()	Delta P ()	air flow rate(R * T )/ V ()	Fill time (s)	air fill model (Pa)
0.6665364971	23680.3125000000	1.0540796518	22599.3925781250	NaN	20339.4533203125	22599.3925781250	20339.4533203125	10339.4533203125	1901.8500000000	5.4365240794	20339.4533203125
0.6665943728	23676.6523437500	1.0829554796	22579.3945312500	NaN	20321.4550781250	22579.3945312500	20321.4550781250	10321.4550781250	1901.8500000000	5.4270605348	20321.4550781250
0.6666522199	23687.7832031250	1.1170798540	22573.6816406250	NaN	20316.3134765625	22573.6816406250	20316.3134765625	10316.3134765625	1901.8500000000	5.4243570611	20316.3134765625
0.6667101178	23656.0605468750	1.1541010141	22565.5546875000	NaN	20308.9992187500	22565.5546875000	20308.9992187500	10308.9992187500	1901.8500000000	5.4205111963	20308.9992187500
0.6667679664	23410.8164062500	1.1950649023	22527.0195312500	NaN	20274.3175781250	22527.0195312500	20274.3175781250	10274.3175781250	1901.8500000000	5.4022754571	20274.3175781250
0.6668258206	22984.5000000000	1.2272560596	22480.2597656250	NaN	20232.2337890625	22480.2597656250	20232.2337890625	10232.2337890625	1901.8500000000	5.3801476400	20232.2337890625
0.6668837045	22767.4101562500	1.2658555508	21876.2441406250	NaN	19688.6197265625	21876.2441406250	19688.6197265625	9688.6197265625	1901.8500000000	5.0943132879	19688.6197265625
0.6669416053	22630.0429687500	1.2959973812	21433.1875000000	NaN	19289.8687500000	21433.1875000000	19289.8687500000	9289.8687500000	1901.8500000000	4.8846485001	19289.8687500000
0.6669994520	22612.3515625000	1.3363891840	21301.9335937500	NaN	19171.7402343750	21301.9335937500	19171.7402343750	9171.7402343750	1901.8500000000	4.8225360751	19171.7402343750
0.6670573247	22605.2734375000	1.3698105812	21244.4003906250	NaN	19119.9603515625	21244.4003906250	19119.9603515625	9119.9603515625	1901.8500000000	4.7953100148	19119.9603515625
0.6671151982	22556.7324218750	1.4072561264	21262.4960937500	NaN	19136.2464843750	21262.4960937500	19136.2464843750	9136.2464843750	1901.8500000000	4.8038733256	19136.2464843750
0.6671730763	22548.8574218750	1.4439314604	21256.1171875000	NaN	19130.5054687500	21256.1171875000	19130.5054687500	9130.5054687500	1901.8500000000	4.8008546777	19130.5054687500
0.6672309565	22517.9160156250	1.4804998636	21203.5644531250	NaN	19083.2080078125	21203.5644531250	19083.2080078125	9083.2080078125	1901.8500000000	4.7759854919	19083.2080078125
0.6672888219	22601.6582031250	1.5160403252	21213.3164062500	NaN	19091.9847656250	21213.3164062500	19091.9847656250	9091.9847656250	1901.8500000000	4.7806003447	19091.9847656250
0.6673466856	22527.6230468750	1.5568649769	21206.5039062500	NaN	19085.8535156250	21206.5039062500	19085.8535156250	9085.8535156250	1901.8500000000	4.7773765100	19085.8535156250
0.6674044179	22527.9296875000	1.5919088125	21175.1855468750	NaN	19057.6669921875	21175.1855468750	19057.6669921875	9057.6669921875	1901.8500000000	4.7625559283	19057.6669921875
0.6674624196	22538.7949218750	1.6266682148	21185.1386718750	NaN	19066.6248046875	21185.1386718750	19066.6248046875	9066.6248046875	1901.8500000000	4.7672659803	19066.6248046875
0.6675202900	22501.8066406250	1.6578918695	21152.2207031250	NaN	19036.9986328125	21152.2207031250	19036.9986328125	9036.9986328125	1901.8500000000	4.7516884259	19036.9986328125
0.6675781115	22473.2441406250	1.6939007044	21182.1699218750	NaN	19063.9529296875	21182.1699218750	19063.9529296875	9063.9529296875	1901.8500000000	4.7658610982	19063.9529296875
0.6676360284	22498.9550781250	1.7287290096	21192.6679687500	NaN	19073.4011718750	21192.6679687500	19073.4011718750	9073.4011718750	1901.8500000000	4.7708290201	19073.4011718750
0.6676938755	22399.7382812500	1.7597421408	21167.3457031250	NaN	19050.6111328125	21167.3457031250	19050.6111328125	9050.6111328125	1901.8500000000	4.7588459304	19050.6111328125
0.6677517465	22448.8632812500	1.7932987213	21155.0605468750	NaN	19039.5544921875	21155.0605468750	19039.5544921875	9039.5544921875	1901.8500000000	4.7530323065	19039.5544921875
0.6678096493	22435.1425781250	1.8282562494	21146.0488281250	NaN	19031.4439453125	21146.0488281250	19031.4439453125	9031.4439453125	1901.8500000000	4.7487677500	19031.4439453125
0.6678674913	22425.4121093750	1.8556075096	21129.8535156250	NaN	19016.8681640625	21129.8535156250	19016.8681640625	9016.8681640625	1901.8500000000	4.7411037485	19016.8681640625
0.6679253755	22451.6464843750	1.8943570852	21131.1503906250	NaN	19018.0353515625	21131.1503906250	19018.0353515625	9018.0353515625	1901.8500000000	4.7417174601	19018.0353515625
0.6679832426	22392.9003906250	1.9348376989	21141.1523437500	NaN	19027.0371093750	21141.1523437500	19027.0371093750	9027.0371093750	1901.8500000000	4.7464506188	19027.0371093750
0.6680411155	22389.5390625000	1.9628140926	21126.0332031250	NaN	19013.4298828125	21126.0332031250	19013.4298828125	9013.4298828125	1901.8500000000	4.7392958871	19013.4298828125
0.6680990015	22416.6582031250	1.9942450523	21124.2792968750	NaN	19011.8513671875	21124.2792968750	19011.8513671875	9011.8513671875	1901.8500000000	4.7384658975	19011.8513671875
0.6681567669	22421.6582031250	2.0184211731	21101.0449218750	NaN	18990.9404296875	21101.0449218750	18990.9404296875	8990.9404296875	1901.8500000000	4.7274708466	18990.9404296875
0.6682147382	22437.3144531250	2.0500054359	21152.0097656250	NaN	19036.8087890625	21152.0097656250	19036.8087890625	9036.8087890625	1901.8500000000	4.7515886053	19036.8087890625
0.6682726239	22466.7207031250	2.0894405842	21152.6445312500	NaN	19037.3800781250	21152.6445312500	19037.3800781250	9037.3800781250	1901.8500000000	4.7518889913	19037.3800781250
0.6683304590	22456.9843750000	2.1269383430	21178.7109375000	NaN	19060.8398437500	21178.7109375000	19060.8398437500	9060.8398437500	1901.8500000000	4.7642242258	19060.8398437500
0.6683883627	22480.5390625000	2.1620233059	21176.2695312500	NaN	19058.6425781250	21176.2695312500	19058.6425781250	9058.6425781250	1901.8500000000	4.7630688951	19058.6425781250
0.6684461920	22422.7343750000	2.1952157021	21151.7929687500	NaN	19036.6136718750	21151.7929687500	19036.6136718750	9036.6136718750	1901.8500000000	4.7514860120	19036.6136718750
0.6685040677	22376.6738281250	2.2326974869	21162.2246093750	NaN	19046.0021484375	21162.2246093750	19046.0021484375	9046.0021484375	1901.8500000000	4.7564225088	19046.0021484375
0.6685619452	22277.1542968750	2.2650783062	21162.6894531250	NaN	19046.4205078125	21162.6894531250	19046.4205078125	9046.4205078125	1901.8500000000	4.7566424838	19046.4205078125
0.6686198090	22269.9101562500	2.3001296520	21114.5390625000	NaN	19003.0851562500	21114.5390625000	19003.0851562500	9003.0851562500	1901.8500000000	4.7338565903	19003.0851562500
0.6686776862	22283.7714843750	2.3320937157	21086.4218750000	NaN	18977.7796875000	21086.4218750000	18977.7796875000	8977.7796875000	1901.8500000000	4.7205508781	18977.7796875000
0.6687355579	22217.6328125000	2.3580877781	21061.7460937500	NaN	18955.5714843750	21061.7460937500	18955.5714843750	8955.5714843750	1901.8500000000	4.7088737200	18955.5714843750
0.6687934168	22280.8593750000	2.3945131302	21026.1933593750	NaN	18923.5740234375	21026.1933593750	18923.5740234375	8923.5740234375	1901.8500000000	4.6920493327	18923.5740234375
0.6688513153	22252.7832031250	2.4607934952	21031.3574218750	NaN	18928.2216796875	21031.3574218750	18928.2216796875	8928.2216796875	1901.8500000000	4.6944930881	18928.2216796875
0.6689091968	22193.8769531250	2.5265772343	21028.1093750000	NaN	18925.2984375000	21028.1093750000	18925.2984375000	8925.2984375000	1901.8500000000	4.6929560362	18925.2984375000
0.6689670402	22171.1445312500	2.5727646351	20987.0214843750	NaN	18888.3193359375	20987.0214843750	18888.3193359375	8888.3193359375	1901.8500000000	4.6735122833	18888.3193359375
0.6690249055	22134.7382812500	2.5806431770	21004.9433593750	NaN	18904.4490234375	21004.9433593750	18904.4490234375	8904.4490234375	1901.8500000000	4.6819933346	18904.4490234375
0.6690828005	22215.7792968750	2.5728394985	20973.7343750000	NaN	18876.3609375000	20973.7343750000	18876.3609375000	8876.3609375000	1901.8500000000	4.6672245117	18876.3609375000
0.6691406441	22248.1191406250	2.5989928246	20963.7792968750	NaN	18867.4013671875	20963.7792968750	18867.4013671875	8867.4013671875	1901.8500000000	4.6625135353	18867.4013671875
0.6691985058	22449.1074218750	2.6331679821	20979.3613281250	NaN	18881.4251953125	20979.3613281250	18881.4251953125	8881.4251953125	1901.8500000000	4.6698873178	18881.4251953125
0.6692564025	22671.6894531250	2.6695485115	21078.7949218750	NaN	18970.9154296875	21078.7949218750	18970.9154296875	8970.9154296875	1901.8500000000	4.7169416251	18970.9154296875
0.6693142741	22792.6562500000	2.6984298229	21168.6152343750	NaN	19051.7537109375	21168.6152343750	19051.7537109375	9051.7537109375	1901.8500000000	4.7594467024	19051.7537109375
0.6693721239	22963.8750000000	2.7298805714	21318.2675781250	NaN	19186.4408203125	21318.2675781250	19186.4408203125	9186.4408203125	1901.8500000000	4.8302656994	19186.4408203125
0.6694299171	23118.6757812500	2.7645227909	21455.8535156250	NaN	19310.2681640625	21455.8535156250	19310.2681640625	9310.2681640625	1901.8500000000	4.8953745900	19310.2681640625
0.6694878407	23194.3027343750	2.8003594875	21561.1601562500	NaN	19405.0441406250	21561.1601562500	19405.0441406250	9405.0441406250	1901.8500000000	4.9452081608	19405.0441406250
0.6695457455	23280.3183593750	2.8315699100	21691.6562500000	NaN	19522.4906250000	21691.6562500000	19522.4906250000	9522.4906250000	1901.8500000000	5.0069619712	19522.4906250000
0.6696036038	23318.9980468750	2.8672492504	21798.1718750000	NaN	19618.3546875000	21798.1718750000	19618.3546875000	9618.3546875000	1901.8500000000	5.0573676618	19618.3546875000
0.6696614678	23327.8164062500	2.9024655819	21916.6953125000	NaN	19725.0257812500	21916.6953125000	19725.0257812500	9725.0257812500	1901.8500000000	5.1134557306	19725.0257812500
0.6697193561	23369.2460937500	2.9343688488	21983.1074218750	NaN	19784.7966796875	21983.1074218750	19784.7966796875	9784.7966796875	1901.8500000000	5.1448834975	19784.7966796875
0.6697771573	23445.9082031250	2.9616365433	21943.7187500000	NaN	19749.3468750000	21943.7187500000	19749.3468750000	9749.3468750000	1901.8500000000	5.1262438547	19749.3468750000
0.6698351097	23496.3242187500	2.9960331917	22052.0039062500	NaN	19846.8035156250	22052.0039062500	19846.8035156250	9846.8035156250	1901.8500000000	5.1774869288	19846.8035156250
0.6698929504	23567.9863281250	3.0215325356	22168.3164062500	NaN	19951.4847656250	22168.3164062500	19951.4847656250	9951.4847656250	1901.8500000000	5.2325287302	19951.4847656250
0.6699508426	23590.9101562500	3.0595157146	22233.4628906250	NaN	20010.1166015625	22233.4628906250	20010.1166015625	10010.1166015625	1901.8500000000	5.2633575737	20010.1166015625
0.6700087185	23648.9355468750	3.0903480053	22318.1855468750	NaN	20086.3669921875	22318.1855468750	20086.3669921875	10086.3669921875	1901.8500000000	5.3034503206	20086.3669921875
0.6700665658	23682.9589843750	3.1202626228	22428.4550781250	NaN	20185.6095703125	22428.4550781250	20185.6095703125	10185.6095703125	1901.8500000000	5.3556324475	20185.6095703125
0.6701244609	23697.4941406250	3.1623218060	22477.7207031250	NaN	20229.9486328125	22477.7207031250	20229.9486328125	10229.9486328125	1901.8500000000	5.3789460961	20229.9486328125
0.6701823062	23678.3378906250	3.1963500977	22512.9746093750	NaN	20261.6771484375	22512.9746093750	20261.6771484375	10261.6771484375	1901.8500000000	5.3956290709	20261.6771484375
0.6702401759	23711.4960937500	3.2267003059	22586.8164062500	NaN	20328.1347656250	22586.8164062500	20328.1347656250	10328.1347656250	1901.8500000000	5.4305727400	20328.1347656250
0.6702980602	23721.7910156250	3.2582352161	22594.2324218750	NaN	20334.8091796875	22594.2324218750	20334.8091796875	10334.8091796875	1901.8500000000	5.4340821725	20334.8091796875
0.6703559142	23697.0917968750	3.2821700573	22594.8632812500	NaN	20335.3769531250	22594.8632812500	20335.3769531250	10335.3769531250	1901.8500000000	5.4343807099	20335.3769531250
0.6704137872	23716.1660156250	3.3091404438	22626.2050781250	NaN	20363.5845703125	22626.2050781250	20363.5845703125	10363.5845703125	1901.8500000000	5.4492123828	20363.5845703125
0.6704716653	23714.8085937500	3.3412854671	22658.1523437500	NaN	20392.3371093750	22658.1523437500	20392.3371093750	10392.3371093750	1901.8500000000	5.4643305778	20392.3371093750
0.6705295337	23772.4375000000	3.3740963936	22657.9472656250	NaN	20392.1525390625	22657.9472656250	20392.1525390625	10392.1525390625	1901.8500000000	5.4642335300	20392.1525390625
0.6705874080	23878.7089843750	3.4062812328	22666.2500000000	NaN	20399.6250000000	22666.2500000000	20399.6250000000	10399.6250000000	1901.8500000000	5.4681625785	20399.6250000000
0.6706453020	23918.2832031250	3.4356329441	22699.0253906250	NaN	20429.1228515625	22699.0253906250	20429.1228515625	10429.1228515625	1901.8500000000	5.4836726617	20429.1228515625
0.6707031504	23980.4316406250	3.4675588608	22891.4140625000	NaN	20602.2726562500	22891.4140625000	20602.2726562500	10602.2726562500	1901.8500000000	5.5747154908	20602.2726562500
0.6707610063	23968.8339843750	3.4996559620	23044.5312500000	NaN	20740.0781250000	23044.5312500000	20740.0781250000	10740.0781250000	1901.8500000000	5.6471741331	20740.0781250000
0.6708188962	24012.6074218750	3.5292494297	23114.7714843750	NaN	20803.2943359375	23114.7714843750	20803.2943359375	10803.2943359375	1901.8500000000	5.6804134584	20803.2943359375
0.6708767660	24019.5917968750	3.5619742870	23146.9218750000	NaN	20832.2296875000	23146.9218750000	20832.2296875000	10832.2296875000	1901.8500000000	5.6956277769	20832.2296875000
0.6709346336	24010.0507812500	3.5894136429	23169.3261718750	NaN	20852.3935546875	23169.3261718750	20852.3935546875	10852.3935546875	1901.8500000000	5.7062300153	20852.3935546875
0.6709924985	24009.8808593750	3.6228017807	23204.6210937500	NaN	20884.1589843750	23204.6210937500	20884.1589843750	10884.1589843750	1901.8500000000	5.7229323997	20884.1589843750
0.6710503751	23991.4785156250	3.6526381969	23204.0898437500	NaN	20883.6808593750	23204.0898437500	20883.6808593750	10883.6808593750	1901.8500000000	5.7226809998	20883.6808593750
0.6711082668	23980.1289062500	3.6816937923	23198.7734375000	NaN	20878.8960937500	23198.7734375000	20878.8960937500	10878.8960937500	1901.8500000000	5.7201651517	20878.8960937500
0.6711661111	23949.7031250000	3.7050886154	23166.0761718750	NaN	20849.4685546875	23166.0761718750	20849.4685546875	10849.4685546875	1901.8500000000	5.7046920392	20849.4685546875
0.6712240064	23856.7500000000	3.7316904068	23126.6933593750	NaN	20814.0240234375	23126.6933593750	20814.0240234375	10814.0240234375	1901.8500000000	5.6860551691	20814.0240234375
0.6712818743	23778.8691406250	3.7556991577	23142.2597656250	NaN	20828.0337890625	23142.2597656250	20828.0337890625	10828.0337890625	1901.8500000000	5.6934215575	20828.0337890625
0.6713397291	23707.0351562500	3.7830052376	23010.4648437500	NaN	20709.4183593750	23010.4648437500	20709.4183593750	10709.4183593750	1901.8500000000	5.6310531111	20709.4183593750
0.6713976049	23595.0644531250	3.8137695789	22766.0859375000	NaN	20489.4773437500	22766.0859375000	20489.4773437500	10489.4773437500	1901.8500000000	5.5154072844	20489.4773437500
0.6714554620	23245.0410156250	3.8393840790	22647.7246093750	NaN	20382.9521484375	22647.7246093750	20382.9521484375	10382.9521484375	1901.8500000000	5.4593959295	20382.9521484375
0.6715133427	22866.0234375000	3.8607439995	22527.2949218750	NaN	20274.5654296875	22527.2949218750	20274.5654296875	10274.5654296875	1901.8500000000	5.4024057784	20274.5654296875
0.6715712227	22844.5878906250	3.8860158920	21997.7968750000	NaN	19798.0171875000	21997.7968750000	19798.0171875000	9798.0171875000	1901.8500000000	5.1518348910	19798.0171875000
0.6716290828	23071.5820312500	3.9151816368	21484.3164062500	NaN	19335.8847656250	21484.3164062500	19335.8847656250	9335.8847656250	1901.8500000000	4.9088438971	19335.8847656250
0.6716869537	23264.9414062500	3.9374012947	21355.0195312500	NaN	19219.5175781250	21355.0195312500	19219.5175781250	9219.5175781250	1901.8500000000	4.8476575850	19219.5175781250
0.6717448216	23331.9921875000	3.9621434212	21645.2500000000	NaN	19480.7250000000	21645.2500000000	19480.7250000000	9480.7250000000	1901.8500000000	4.9850014460	19480.7250000000
0.6718026881	23446.2871093750	3.9827308655	21871.8906250000	NaN	19684.7015625000	21871.8906250000	19684.7015625000	9684.7015625000	1901.8500000000	5.0922531022	19684.7015625000
0.6718605506	23512.1386718750	4.0054922104	22048.0371093750	NaN	19843.2333984375	22048.0371093750	19843.2333984375	9843.2333984375	1901.8500000000	5.1756097476	19843.2333984375
0.6719184263	23532.2890625000	4.0299925804	22148.3300781250	NaN	19933.4970703125	22148.3300781250	19933.4970703125	9933.4970703125	1901.8500000000	5.2230707313	19933.4970703125
0.6719762868	23570.0742187500	4.0589098930	22219.8378906250	NaN	19997.8541015625	22219.8378906250	19997.8541015625	9997.8541015625	1901.8500000000	5.2569099043	19997.8541015625
0.6720341666	23613.7968750000	4.0830397606	22315.0449218750	NaN	20083.5404296875	22315.0449218750	20083.5404296875	10083.5404296875	1901.8500000000	5.3019641032	20083.5404296875
0.6720920426	23607.0488281250	4.1009674072	22396.7382812500	NaN	20157.0644531250	22396.7382812500	20157.0644531250	10157.0644531250	1901.8500000000	5.3406233158	20157.0644531250
0.6721498995	23281.7617187500	4.1259493828	22466.9218750000	NaN	20220.2296875000	22466.9218750000	20220.2296875000	10220.2296875000	1901.8500000000	5.3738358375	20220.2296875000
0.6722077872	22809.3613281250	4.1555480957	22451.2343750000	NaN	20206.1109375000	22451.2343750000	20206.1109375000	10206.1109375000	1901.8500000000	5.3664121448	20206.1109375000
0.6722656403	22470.0800781250	4.1830496788	22219.0839843750	NaN	19997.1755859375	22219.0839843750	19997.1755859375	9997.1755859375	1901.8500000000	5.2565531382	19997.1755859375
0.6723235412	22364.8027343750	4.2044382095	21503.0390625000	NaN	19352.7351562500	21503.0390625000	19352.7351562500	9352.7351562500	1901.8500000000	4.9177038969	19352.7351562500
0.6723814006	22366.6894531250	4.2257409096	21188.3125000000	NaN	19069.4812500000	21188.3125000000	19069.4812500000	9069.4812500000	1901.8500000000	4.7687679102	19069.4812500000
0.6724392665	22402.5664062500	4.2456102371	21066.6347656250	NaN	18959.9712890625	21066.6347656250	18959.9712890625	8959.9712890625	1901.8500000000	4.7111871541	18959.9712890625
0.6724971264	22446.0664062500	4.2666974068	21073.8828125000	NaN	18966.4945312500	21073.8828125000	18966.4945312500	8966.4945312500	1901.8500000000	4.7146170998	18966.4945312500
0.6725550003	22503.0527343750	4.2811117172	21124.5390625000	NaN	19012.0851562500	21124.5390625000	19012.0851562500	9012.0851562500	1901.8500000000	4.7385888247	19012.0851562500
0.6726128828	22488.7480468750	4.3050632477	21169.0449218750	NaN	19052.1404296875	21169.0449218750	19052.1404296875	9052.1404296875	1901.8500000000	4.7596500406	19052.1404296875
0.6726706806	22544.7871093750	4.3301982880	21182.8769531250	NaN	19064.5892578125	21182.8769531250	19064.5892578125	9064.5892578125	1901.8500000000	4.7661956820	19064.5892578125
0.6727286250	22522.3984375000	4.3515105247	21213.9492187500	NaN	19092.5542968750	21213.9492187500	19092.5542968750	9092.5542968750	1901.8500000000	4.7808998064	19092.5542968750
0.6727864754	22466.6679687500	4.3690376282	21219.0625000000	NaN	19097.1562500000	21219.0625000000	19097.1562500000	9097.1562500000	1901.8500000000	4.7833195310	19097.1562500000
0.6728443471	22455.5527343750	4.3970675468	21211.1816406250	NaN	19090.0634765625	21211.1816406250	19090.0634765625	9090.0634765625	1901.8500000000	4.7795901236	19090.0634765625
0.6729022258	22427.7988281250	4.4102616310	21197.2148437500	NaN	19077.4933593750	21197.2148437500	19077.4933593750	9077.4933593750	1901.8500000000	4.7729807079	19077.4933593750
0.6729600965	22456.8496093750	4.4293041229	21172.4296875000	NaN	19055.1867187500	21172.4296875000	19055.1867187500	9055.1867187500	1901.8500000000	4.7612517910	19055.1867187500
0.6730179732	22502.5722656250	4.4514236450	21187.3398437500	NaN	19068.6058593750	21187.3398437500	19068.6058593750	9068.6058593750	1901.8500000000	4.7683076265	19068.6058593750
0.6730758349	22422.1855468750	4.4690761566	21164.8085937500	NaN	19048.3277343750	21164.8085937500	19048.3277343750	9048.3277343750	1901.8500000000	4.7576453108	19048.3277343750
0.6731336956	22445.3925781250	4.4919986725	21179.2519531250	NaN	19061.3267578125	21179.2519531250	19061.3267578125	9061.3267578125	1901.8500000000	4.7644802470	19061.3267578125
0.6731915822	22511.4277343750	4.5093874931	21168.8203125000	NaN	19051.9382812500	21168.8203125000	19051.9382812500	9051.9382812500	1901.8500000000	4.7595437502	19051.9382812500
0.6732494499	22470.2617187500	4.5311360359	21184.1582031250	NaN	19065.7423828125	21184.1582031250	19065.7423828125	9065.7423828125	1901.8500000000	4.7668019995	19065.7423828125
0.6733073134	22428.4218750000	4.5496006012	21200.6054687500	NaN	19080.5449218750	21200.6054687500	19080.5449218750	9080.5449218750	1901.8500000000	4.7745852312	19080.5449218750
0.6733651858	22822.0058593750	4.5655584335	21200.3906250000	NaN	19080.3515625000	21200.3906250000	19080.3515625000	9080.3515625000	1901.8500000000	4.7744835621	19080.3515625000
0.6734230491	23240.7597656250	4.5854740143	21166.6894531250	NaN	19050.0205078125	21166.6894531250	19050.0205078125	9050.0205078125	1901.8500000000	4.7585353776	19050.0205078125
0.6734809034	23475.9121093750	4.6076335907	21338.2773437500	NaN	19204.4496093750	21338.2773437500	19204.4496093750	9204.4496093750	1901.8500000000	4.8397347895	19204.4496093750
0.6735387929	23557.2792968750	4.6255326271	21840.6796875000	NaN	19656.6117187500	21840.6796875000	19656.6117187500	9656.6117187500	1901.8500000000	5.0774833550	19656.6117187500
0.6735966598	23615.2871093750	4.6436905861	22211.8789062500	NaN	19990.6910156250	22211.8789062500	19990.6910156250	9990.6910156250	1901.8500000000	5.2531435264	19990.6910156250
0.6736545412	23625.5742187500	4.6657586098	22423.1367187500	NaN	20180.8230468750	22423.1367187500	20180.8230468750	10180.8230468750	1901.8500000000	5.3531156752	20180.8230468750
0.6737123954	23626.6894531250	4.6826896667	22526.6523437500	NaN	20273.9871093750	22526.6523437500	20273.9871093750	10273.9871093750	1901.8500000000	5.4021016954	20273.9871093750
0.6737702953	23612.5019531250	4.6981821060	22550.6464843750	NaN	20295.5818359375	22550.6464843750	20295.5818359375	10295.5818359375	1901.8500000000	5.4134562852	20295.5818359375
0.6738281196	23615.0761718750	4.7196784019	22501.8671875000	NaN	20251.6804687500	22501.8671875000	20251.6804687500	10251.6804687500	1901.8500000000	5.3903727785	20251.6804687500
0.6738860118	23603.0683593750	4.7443656921	22513.3085937500	NaN	20261.9777343750	22513.3085937500	20261.9777343750	10261.9777343750	1901.8500000000	5.3957871201	20261.9777343750
0.6739438759	23591.6640625000	4.7622747421	22465.0039062500	NaN	20218.5035156250	22465.0039062500	20218.5035156250	10218.5035156250	1901.8500000000	5.3729282097	20218.5035156250
0.6740017651	23564.0859375000	4.7817072868	22437.4531250000	NaN	20193.7078125000	22437.4531250000	20193.7078125000	10193.7078125000	1901.8500000000	5.3598905342	20193.7078125000
0.6740596353	23549.5859375000	4.7962427139	22414.5898437500	NaN	20173.1308593750	22414.5898437500	20173.1308593750	10173.1308593750	1901.8500000000	5.3490710936	20173.1308593750
0.6741174899	23541.2480468750	4.8128209114	22374.3867187500	NaN	20136.9480468750	22374.3867187500	20136.9480468750	10136.9480468750	1901.8500000000	5.3300460325	20136.9480468750
